SMILES,Title,6Y9S_SP,4WHZ_SP,Weight,LogP,SA,QED,TPSA,HBA,HBD,RotBond,Filtered,3D_best_gsk3b,3D_sim_gsk3b,3D_best_jnk3,3D_sim_jnk3,3D_sim_2D_gsk3b,3D_sim_2D_jnk3
c12c(c(-c3ccncc3)c[nH]c1=N)ccc(-c1ccncc1)c2,ReINVENT_5057,-8.6993063314641,-7.79800212465649,298.349,3.771370000000001,2.5817028951457797,0.5913346781981312,65.42,3,2,2,True,CHEMBL1630467,0.6763690182535766,CHEMBL1644623,0.6467604000579794,0.1206896551724138,0.1323529411764706
c1cc(-c2cccc(-c3c[nH]c4c3cc(-c3ccccc3)cn4)c2)cnc1N=C=O,ReINVENT_5058,-10.1702259857897,-9.27410648707625,388.43000000000006,5.926200000000004,2.638988639479763,0.3064885030386273,71.0,4,1,4,False,CHEMBL4535643,0.6328408815693873,CHEMBL551024,0.5954331353676019,0.189873417721519,0.375
c1c(-c2[nH]c(-c3ccncc3)c(-c3cc4c(cc3)nccn4)n2)ccc(-c2ccc(C(=O)O)cc2C(F)(F)F)c1,ReINVENT_5059,-6.31206043661757,-8.454742238148,537.5010000000002,7.132900000000006,2.7233569173518912,0.24238461320427496,104.64999999999999,5,2,5,True,1121063,0.41841462387330475,CHEMBL1761581,0.4803905066487123,0.15151515151515152,0.10185185185185185
c1cc(-c2ccc(-c3ccncc3)cc2)c(NC2CCCCC2)nc1N1CCOCC1,ReINVENT_5060,-6.2090270099852,-7.60495753960812,414.5530000000004,5.391800000000004,2.361669460426219,0.6064048907939074,50.28,5,1,5,True,CHEMBL1080901,0.5231150793650794,CHEMBL571023,0.5931861707489164,0.11578947368421053,0.25609756097560976
c1c(-c2c3cc(-c4ccncc4)cnc3[nH]c2)ccnc1-c1ccncc1,ReINVENT_5061,-10.1594069942769,-9.11357463011931,349.3970000000001,4.748900000000003,2.4365823720944313,0.5103305655509991,67.35,4,1,3,True,CHEMBL1092134,0.7288088255830192,CHEMBL1923200,0.6423538138212388,0.16666666666666666,0.10526315789473684
c1(-c2c(-c3ccncc3)[nH]c(-c3ccncc3)n2)cc2c(cc1)C(=NO)CC2,ReINVENT_5062,-6.48970656531344,-8.51643713574092,367.4120000000002,4.325200000000002,2.6858829848850903,0.4168162893756094,87.05,5,2,3,True,50752181,0.5398610651670526,CHEMBL248790,0.5609466048281603,0.1111111111111111,0.16
c1ccc(-c2c(-c3ccncc3)[nH]c(-c3ccncc3)n2)cc1NC(CN)=O,ReINVENT_5063,-6.36453175708751,-7.75076651427504,370.41600000000017,3.0979,2.380660452730204,0.4999972918768846,109.57999999999998,5,3,5,True,CHEMBL558982,0.5730322745248118,CHEMBL1946332,0.6223217528144293,0.19047619047619047,0.1111111111111111
c1(-c2c(-c3ccncc3)[nH]c(-c3cc(F)cnc3)n2)cc2c(cc1)nccn2,ReINVENT_5064,-6.13584732375188,-7.02585508632144,368.37500000000006,4.283000000000003,2.6018134760806433,0.5139766550378206,80.24,5,1,3,True,CHEMBL1809111,0.6093428536851022,CHEMBL3394097,0.5133394664213431,0.1518987341772152,0.22666666666666666
c12[nH]c(-c3ccncc3)c(-c3ccncc3)c1cc(-c1ccncc1)cn2,ReINVENT_5065,-8.1907419423016,-9.58663464861054,349.39700000000005,4.7489000000000035,2.495322543034602,0.5103305655509991,67.35,4,1,3,True,CHEMBL1809118,0.608569545154911,50383514,0.6166054719886296,0.19696969696969696,0.1518987341772152
n1c(-c2cccc(-c3ccncc3)c2)[nH]c2c1cc(-c1ccncc1)cn2,ReINVENT_5066,-7.89616846937874,-8.17111128390009,349.39700000000005,4.748900000000003,2.3857892097012687,0.5103305655509991,67.35,4,1,3,True,50586516,0.654704718847132,CHEMBL3100083,0.5621440950730379,0.3,0.136986301369863
c1c(-n2c(-c3ccc(-c4ccncc4)cc3)cc(C(F)(F)F)n2)ccc(-c2ccc(OCC3(N)CC3)cc2)c1,ReINVENT_5067,-7.54661169737675,-7.17952362015805,526.5620000000004,7.157200000000005,2.6192915507306385,0.24446517048417143,65.96,5,1,7,True,50721049,0.45726126748402696,CHEMBL1644643,0.49572575770658833,0.10416666666666667,0.1702127659574468
c1c(-c2ccnc3c2cc(-c2ccncc2)[nH]3)c2c(ccnc2)[nH]1,ReINVENT_5068,-8.62752804944711,-9.51013468510884,311.348,4.168200000000002,2.5981731886054042,0.513854391180514,70.25,3,2,2,True,CHEMBL2048665,0.724319306930693,CHEMBL571619,0.6781881313131313,0.18666666666666668,0.14084507042253522
c1(-c2c(Oc3ccc(N=c4[nH]cccc4)cc3)nccn2)cccnc1,ReINVENT_5069,-6.63683536252155,-7.42369996740998,341.3740000000001,3.8914000000000017,2.869386885913366,0.6108017508632357,76.05,5,1,4,True,CHEMBL4074586,0.6608247422680412,CHEMBL440566,0.6172061090093877,0.08602150537634409,0.17647058823529413
c1c(-c2cc(-c3ccncc3)cc(-c3ncccc3)n2)cc(NC(c2c[nH]c(=N)o2)=O)cc1,ReINVENT_5070,-7.91964692851226,-7.08394138254292,434.4590000000001,4.525470000000003,2.83221297244015,0.3754023717153069,120.55000000000001,6,3,5,True,13958,0.5554260279779568,CHEMBL3220488,0.571459319845028,0.16666666666666666,0.15217391304347827
c1(-c2c(-c3ccncc3)[nH]c(-c3ccncc3)n2)cc2c(nc(-c3ccccc3)cc2)cc1,ReINVENT_5071,-6.57452077939306,-6.54062365514727,425.4950000000002,6.415900000000004,2.385357129314203,0.35403071962756666,67.35,4,1,4,True,CHEMBL596072,0.5534957104822009,CHEMBL3356010,0.5083056478405316,0.16129032258064516,0.1276595744680851
c1(-c2c(-c3ccncc3)[nH]c(-c3c(F)cc(F)cc3)n2)cc2nc[nH]c2cc1,ReINVENT_5072,-6.65146683877624,-7.74946996181688,373.36600000000004,4.960200000000002,2.5859077322799244,0.46954489516873543,70.25,3,2,3,True,CHEMBL250714,0.5963622291021672,CHEMBL1946331,0.6294163831457733,0.11392405063291139,0.12048192771084337
c1(-c2ccc3[nH]cc(-c4cc(N5CCCN(C)CC5)ccn4)c3c2)cnn(C)c1,ReINVENT_5073,-9.63862902053183,-8.38788799948911,386.503,3.772300000000002,2.5548701703900036,0.582312070452753,52.980000000000004,5,1,3,True,CHEMBL573487,0.6631482929371906,695961,0.5194819329560296,0.14606741573033707,0.08108108108108109
c1(-c2cc(-c3ccncc3)c[nH]c2=N)cc2cn[nH]c2cc1,ReINVENT_5074,-7.71586462998245,-9.16670302404206,287.3260000000001,3.09947,2.8104116412104254,0.5292415160675666,81.21000000000001,3,3,2,True,50230868,0.7196536796536797,CHEMBL248643,0.7460848143586134,0.18181818181818182,0.3090909090909091
c1(-c2c(-c3ccncc3)[nH]c(-c3ccncc3)n2)ccc(-c2cnn(C3CCNCC3)c2)cc1,ReINVENT_5075,-5.96988174232989,-7.1885334468302,447.5460000000003,4.988700000000002,2.750326341291796,0.39657642799972725,84.31,6,2,5,True,50721050,0.4988828895922547,CHEMBL2376905,0.5631338238218333,0.0891089108910891,0.09473684210526316
c12oc3c(-c4cnccc4)c[nH]c(=N)c3c1cccc2-c1ccncc1,ReINVENT_5076,-8.70980077471229,-7.95167955292125,338.37000000000006,4.517570000000002,2.8797997192338904,0.49663235119077476,78.56,4,2,2,True,CHEMBL346371,0.6709523097622963,50383511,0.5750032581780269,0.11267605633802817,0.11494252873563218
c1cc(-c2cc(-c3ccncc3)c(-c3ccncc3)[nH]2)ccc1F,ReINVENT_5077,-6.6212554235083,-7.83933555806522,315.351,4.9448000000000025,2.2194068018231707,0.581274180320327,41.57,2,1,3,True,CHEMBL558982,0.6726444215787153,CHEMBL1946331,0.5842530282637954,0.09090909090909091,0.08571428571428572
c1c(F)ccc(-c2c(-c3ccncc3)[nH]c(-c3ccc([S+]([O-])C)cc3)n2)c1,ReINVENT_5078,-6.70588162462233,-7.26928492254455,377.44400000000013,4.682200000000004,3.2091994469585643,0.5251964041458314,64.63,3,1,4,False,CHEMBL256987,0.5799496945742004,50543920,0.9749388753056235,0.18840579710144928,1.0
c12c(c(-c3c(-c4ccncc4)[nH]c(-c4ccc(-c5ccc(-c6c[nH]c(C=CC#N)c6)cc5)nn4)c3)c[nH]1)cccc2,ReINVENT_5079,-6.79491274480751,-7.72178917041408,529.6070000000002,7.880880000000006,3.192675430505224,0.1903187011713407,109.82999999999998,4,3,6,False,50506664,0.3565140193829992,CHEMBL1771668,0.5160536019426207,0.07894736842105263,0.08737864077669903
c12c(c(-c3ccc4c([nH]cc4C4=CCN(C)CC4)c3)c[nH]1)cccc2C(N)=O,ReINVENT_5080,-8.4455624664624,-8.52658256481277,370.456,4.134000000000002,2.7274998523549723,0.506879372865801,77.91,2,3,3,True,CHEMBL1834113,0.5524694944799535,CHEMBL1771666,0.6227644353602453,0.10309278350515463,0.08695652173913043
c1cc(-c2c(-c3ccncc3)[nH]c(-c3cnccc3)n2)ccc1C1NC(C)=NC1,ReINVENT_5081,-5.94181461556951,-7.92692230730383,380.4550000000001,4.2634000000000025,3.192085165964735,0.5543128040581375,78.85,5,2,4,True,13931,0.5090029259509341,CHEMBL1946331,0.5756394640682094,0.1686746987951807,0.12941176470588237
c1(-c2c(-c3ccncc3)[nH]c(-c3ccc(F)cc3)c2)ccncc1,ReINVENT_5082,-6.59476300874914,-7.78218640493617,315.351,4.9448000000000025,2.2194068018231707,0.581274180320327,41.57,2,1,3,True,50932585,0.6725962952072919,CHEMBL1080582,0.5426757582882671,0.09090909090909091,0.08
c1(-c2c(Br)c(=O)[nH]c(=N)[nH]2)cc([N+]([O-])=O)c(N(C)Cc2ccccc2)cc1,ReINVENT_5083,-7.3538282767761,-8.01554326163084,430.2620000000002,3.156570000000001,2.819044731068791,0.42563617343900834,118.88000000000001,5,3,5,False,CHEMBL259998,0.52253840342483,CHEMBL3220489,0.6169826019215788,0.07954545454545454,0.11494252873563218
c1cc(-c2c(-c3ccncc3)nc(-c3cnccc3)[nH]2)cc2c1Nc1c(cc(-c3ccncc3)cc1)CC2,ReINVENT_5084,-7.0162875408243,-8.77371606478971,492.58600000000024,7.104900000000005,2.755348922352411,0.27424127046106567,79.38,5,2,4,True,CHEMBL309152,0.49822474702645125,CHEMBL194806,0.580199539524175,0.08823529411764706,0.14130434782608695
c1(-c2ccc(-c3ccncc3)cc2)c[nH]c(=N)c(-c2nc(-c3ccncc3)[nH]c2)c1,ReINVENT_5085,-7.80916009235905,-8.33763008095523,390.4500000000001,4.675270000000004,3.005899270421855,0.4159546535041576,94.1,4,3,4,True,CHEMBL66543,0.6313620940378091,CHEMBL3355169,0.6572392923649907,0.10975609756097561,0.07407407407407407
c1cc(-c2cc[nH]c(=NC(=O)C3C4CC5CC3CC(C4)C5)n2)ccn1,ReINVENT_5086,-6.68050867641578,-7.01508887091482,334.42300000000006,2.971300000000001,4.291279766088884,0.9176192003464103,71.0,3,1,2,True,CHEMBL1738953,0.6021474992935858,CHEMBL1288215,0.48199015288934954,0.19402985074626866,0.17567567567567569
c1(-c2cc3c(nc2)c(-c2ccncc2)c[nH]3)c2ccncc2ccc1,ReINVENT_5087,-8.8323649463807,-8.00800405900186,322.3710000000001,4.840100000000003,2.4158223130997207,0.5057578925044118,54.46,3,1,2,True,CHEMBL4088777,0.5534971644612476,50319404,0.767927192844814,0.17073170731707318,0.16666666666666666
c1[nH]cnc1-c1cc2c[nH]c(=Nc3n(C)ncc3)nc2c(-c2cncc(N)c2)c1,ReINVENT_5088,-7.66313122844655,-9.76692507914457,383.41900000000015,2.5631000000000004,3.7849038355483744,0.4412505828312025,126.45,7,3,3,True,50813349,0.6630380380380381,CHEMBL1946334,0.6341580016732401,0.16666666666666666,0.15053763440860216
c1(-c2c(-c3ccncc3)[nH]c(-c3ccc(-c4nc(-c5ccc(F)cc5)[nH]c4C)cc3)n2)ccc2c(c1)cccn2,ReINVENT_5089,-6.34157706811175,-7.9066998895382,522.5870000000001,7.858520000000005,2.6813314017915495,0.2410447259875263,83.14,4,2,5,True,50457154,0.4017955450156687,CHEMBL1761562,0.5056419369169258,0.07368421052631578,0.1797752808988764
c1(-c2c(-c3ccncc3)[nH]c(-c3ccncc3)n2)ccc(-c2cnc(OC)nc2)cc1,ReINVENT_5090,-6.47304508284193,-6.44003179191355,406.4490000000002,4.666300000000003,2.524336813970292,0.45632324607044683,89.47,6,1,5,True,13971,0.5266846900971263,CHEMBL3220477,0.5062285434036292,0.15294117647058825,0.0989010989010989
c1(-c2c(-c3ccncc3)[nH]c(-c3ccc(Cl)cc3)n2)cc2c(cc1)cc[nH]2,ReINVENT_5091,-6.34509052174664,-8.12597793974142,370.8430000000001,5.940400000000003,2.3764915387610976,0.41255657187153816,57.36,2,2,3,True,50932565,0.6171609139523577,CHEMBL1946331,0.6069734649403923,0.10256410256410256,0.10126582278481013
c1c2c([nH]c(-c3c(-c4ccncc4)[nH]c(-c4ccc(F)cc4)n3)cc2=N)ccc1F,ReINVENT_5092,-6.63530315746127,-6.46796318744469,399.40400000000005,5.044670000000003,2.772619921332355,0.39704837037987806,81.21000000000001,3,3,3,True,CHEMBL253769,0.5476871721506915,696081,0.46576537287396425,0.05952380952380952,0.09473684210526316
n1cc(-c2[nH]c(-c3ccncc3)c(-c3cc4c(cc3)nccn4)n2)ccc1C1(O)C(=O)N(C)CC1,ReINVENT_5093,-6.74909968495,-8.07340531125828,463.5010000000002,3.1936000000000027,3.5149384006770115,0.4198283787776642,120.77999999999999,7,2,4,True,CHEMBL558982,0.5153239929947461,50659453,0.4980869223977239,0.0975609756097561,0.12962962962962962
c1(-c2c(-c3ccncc3)[nH]c(-c3ccncc3)n2)cc2c(c(OC)c1)ccc(Cl)c2,ReINVENT_5094,-6.62296584483666,-8.52513720107502,412.8800000000002,6.015900000000003,2.4645357460249038,0.39193986386263263,63.69,4,1,4,True,CHEMBL308455,0.5835131145679573,CHEMBL1784666,0.5398867730313948,0.14772727272727273,0.2711864406779661
c1(-c2c(-c3ccncc3)[nH]c(-c3ccc(F)cc3)n2)ccc2[nH]cnc2c1,ReINVENT_5095,-6.57262470374846,-7.70318970327463,355.37600000000003,4.821100000000002,2.460169038761098,0.48730378790416384,70.25,3,2,3,True,CHEMBL399139,0.5829630570013964,CHEMBL1946331,0.6422287390029325,0.14864864864864866,0.1282051282051282
c1c(-c2c(-c3ccncc3)[nH]c(-c3ccncc3)n2)c2ccncc2cc1,ReINVENT_5096,-6.33311973842062,-5.67692505282525,349.39700000000005,4.748900000000003,2.4417686968807555,0.5103305655509991,67.35,4,1,3,True,111128,0.5396345471276456,CHEMBL4747276,0.5415490364551369,0.14666666666666667,0.09210526315789473
c1(-c2cc(-c3c(OCC)cc(F)cc3)[nH]c2-c2ccncc2)cnc(OC)cc1,ReINVENT_5097,-7.12214353955456,-6.547285957846,389.4300000000001,5.352100000000005,2.505202833609138,0.4827419831243167,60.03,4,1,6,True,CHEMBL255735,0.5216530849825378,696081,0.49057649667405767,0.08791208791208792,0.12121212121212122
c1(-c2c3c([nH]c2)ccc(-c2n[nH]c(=N)o2)c3)ccncc1,ReINVENT_5098,-8.69690605409147,-8.07239739602483,277.287,2.692470000000001,2.8353197990922183,0.5254315473133981,94.35,4,3,2,True,CHEMBL573486,0.7068045363575717,CHEMBL4462592,0.6031927023945267,0.17647058823529413,0.13559322033898305
c1(-c2cc(C)c3ncc(-c4ccc(NC)cc4)n3c2)ncccc1,ReINVENT_5099,-8.14030663719583,-8.54993334461243,314.39200000000005,4.413420000000002,2.3372503864076,0.6087133596276573,42.22,4,1,3,True,CHEMBL2203556,0.7005474182571386,CHEMBL248643,0.6306835756263532,0.175,0.16666666666666666
N1(Cc2c(-c3cc4c(-c5ccncc5)n[nH]c4cc3)cncc2)CCN(CC(=O)Nc2cc(NC)ccc2)CC1,ReINVENT_5100,-9.00580103433931,-7.91938543601565,532.6520000000002,4.484900000000002,2.6860566951422644,0.2707567918072956,102.07000000000001,7,3,8,True,CHEMBL4756451,0.5494304481583105,784827,0.54296941739279,0.19642857142857142,0.14285714285714285
c1(-c2c(-c3ccncc3)[nH]c(-c3ccncc3)n2)cccc(-c2ccc(F)c(F)c2)c1,ReINVENT_5101,-7.50091824974073,-8.78186437850686,410.42700000000013,6.145900000000003,2.374669384075771,0.38683119390548165,54.46,3,1,4,True,CHEMBL308455,0.6217441860465116,CHEMBL1923200,0.5694060391549607,0.13095238095238096,0.10126582278481013
c1(-c2c(-c3ccncc3)[nH]c(-c3ccc(C(C)(O)C)cc3)n2)cc2c(cc1)nccn2,ReINVENT_5102,-5.9359701865276,-7.76008633207476,407.4770000000001,4.976300000000004,2.565640626679322,0.43883195842857886,87.58,5,2,4,True,CHEMBL4591390,0.536541321436159,CHEMBL400863,0.547261434217956,0.24675324675324675,0.125
Nc1c(-c2c(Nc3ccc4c(c3)cc[nH]4)c(=O)cc(C(=O)O)o2)cccc1,ReINVENT_5103,-8.45628592328425,-7.97804728282695,361.3570000000001,3.812100000000001,2.6997643234763835,0.4101229191900239,121.35,5,4,4,True,CHEMBL120497,0.5543179317931793,CHEMBL1761573,0.5542857142857143,0.1728395061728395,0.189873417721519
c1(-c2c(-c3ccncc3)[nH]c(-c3c4cc(-c5ccc(F)cc5)cnc4[nH]c3)n2)ccncc1,ReINVENT_5104,-8.32707047497931,-7.96244788319557,432.46200000000005,5.883100000000004,2.6310955194954513,0.3642053863817323,83.14,4,2,4,True,CHEMBL4547931,0.55322564462727,695946,0.5514705882352942,0.3037974683544304,0.13043478260869565
c1(-c2cc3c(-c4ccncc4)c[nH]c3nc2)c[nH]c(=N)nc1,ReINVENT_5105,-9.25411757153566,-7.69010644349146,288.314,2.4944699999999997,2.9214535347015502,0.5286449486371569,94.10000000000001,4,3,2,True,CHEMBL3968891,0.711378667118874,CHEMBL248643,0.7830716477170185,0.07575757575757576,0.2777777777777778
c1cc(Oc2ccc(-c3ccc4c(c(-c5ccncc5)c[nH]c4=N)c3)cc2)ccc1,ReINVENT_5106,-7.80243304843437,-8.49140116299767,389.458,6.168670000000005,2.4347251995489074,0.386093196389558,61.76,3,2,4,True,CHEMBL4790926,0.6611117084184497,CHEMBL4875508,0.6103824534332636,0.13043478260869565,0.09473684210526316
c1(-c2cc(-c3c[nH]c4ccccc43)c[nH]c2=N)cnc(-c2cnccn2)cc1,ReINVENT_5107,-8.01993925488095,-7.92204547304537,364.4120000000001,4.161470000000001,2.8736201489258697,0.4485288678844475,94.1,4,3,3,True,CHEMBL4632385,0.6205221615057681,CHEMBL250017,0.6123095673369896,0.1511627906976744,0.1794871794871795
c1(-c2cnc3c(c(-c4ccncc4)c[nH]3)c2)c[nH]c2cnccc12,ReINVENT_5108,-9.73449276992703,-8.65113289406671,311.34800000000007,4.168200000000001,2.591577034759249,0.513854391180514,70.25,3,2,2,True,CHEMBL573486,0.7119522538087011,CHEMBL571619,0.6602093422902671,0.136986301369863,0.14705882352941177
c1c(-c2c(-c3ccncc3)[nH]c(-c3ccc([S+]([O-])C)cc3)n2)cc2nc[nH]c2c1,ReINVENT_5109,-7.01711516577894,-6.90263668876317,399.47900000000004,4.419400000000002,3.5312479924405835,0.4375709214365741,93.31,4,2,4,False,CHEMBL399139,0.5690311830516543,50543920,0.7896296296296297,0.1518987341772152,0.6538461538461539
c1cc(Cl)cc(Cl)c1-c1cc2c(cc1)[nH]cc2-c1ccncc1,ReINVENT_5110,-9.09951476531444,-8.14512030979043,339.2250000000001,6.203700000000004,2.1023220921471975,0.4624222378143972,28.68,1,1,2,True,CHEMBL573007,0.6877055599060298,695913,0.6197881753586272,0.19672131147540983,0.08235294117647059
c1(-c2ccc(OC)cc2)c(-c2ccc(F)cc2)[nH]c(-c2ccncc2)n1,ReINVENT_5111,-5.80880598062349,-5.69305284831067,345.37700000000007,4.953400000000004,2.0511345501924065,0.5690208665244949,50.8,3,1,4,False,CHEMBL4216485,0.5146470651821424,CHEMBL437747,0.46015701668302256,0.05,0.1411764705882353
c1c(-c2c(-c3ccncc3)[nH]c(-c3ccncc3)n2)ccc2[nH]cc(-c3cccc(N4CCNC(C)C4)n3)c12,ReINVENT_5112,-8.25986464114093,-8.43583208044255,512.6210000000002,5.542100000000005,3.38419040130138,0.28049539202334284,98.41,6,3,5,True,CHEMBL3099839,0.5837203411297813,CHEMBL4862656,0.5539931494501532,0.14912280701754385,0.13793103448275862
c1cc2c([nH]cc(-c3c[nH]c4ccccc43)c2=Nc2cc3c(cc2)[nH]c(-c2ccc(CN)cc2)n3)cc1-c1ccccc1,ReINVENT_5113,-6.43461236035288,-7.14669996307786,556.6730000000003,8.217600000000004,2.943891713656379,0.17173798840368423,98.64,3,4,5,True,CHEMBL4777788,0.4353164024133577,784823,0.4503792667509482,0.1076923076923077,0.13559322033898305
C(c1ccnc(-c2cnc3c(cc[nH]3)c2)c1)(c1cc2c(-c3ccncc3)[nH]nc2cc1)=O,ReINVENT_5114,-9.73518839358127,-7.8483778276419,416.44400000000013,4.794200000000004,2.7987068436105123,0.4023971271906266,100.21000000000001,5,2,4,True,CHEMBL4781112,0.636659083522912,CHEMBL3393597,0.5655226209048362,0.18556701030927836,0.13978494623655913
c1(-c2c(-c3ccncc3)[nH]c(-c3ccc([S+]([O-])C)cc3)n2)ccc2c(ccc(-c3ccccn3)c2)c1,ReINVENT_5115,-6.17495526945286,-6.96091327862894,486.60000000000014,6.758300000000005,3.3443301368412985,0.2732078596589746,77.52,4,1,5,False,14650,0.4173283048828901,CHEMBL4847175,0.4815959283831682,0.12941176470588237,0.11764705882352941
c1c(-c2c(-c3ccncc3)[nH]c(-c3c(C#N)cccc3)n2)cc2c(c1)ncc(-c1cccnc1)c2,ReINVENT_5116,-6.49455449368066,-8.25003546340647,450.5050000000001,6.287580000000005,2.6373091811325224,0.3408631320835189,91.14,5,1,4,True,13934,0.5340567774440461,CHEMBL1946328,0.6477005347593583,0.15625,0.10752688172043011
n1cc(-c2c[nH]c3ccncc23)cc(-c2ccncc2)c1-c1ccc2n(ccn2)c1,ReINVENT_5117,-7.75588273101287,-9.27310303590947,388.4340000000001,5.001600000000003,2.779281725045884,0.4629592499255832,71.76,5,1,3,True,13931,0.5737456242707117,CHEMBL1923201,0.6041222459132907,0.13333333333333333,0.07920792079207921
c1c(-c2c(-c3ccncc3)[nH]c(-c3ccc(F)cc3)n2)cc2n[nH]c(-c3ccc(N4C5CNC(C4)C5)cc3)c2c1,ReINVENT_5118,-5.86179737728348,-7.83993876615149,527.6070000000002,6.038600000000005,4.361220180049337,0.2546225391906527,85.52,5,3,5,True,CHEMBL3647952,0.3801426615750414,CHEMBL4754031,0.520666310350971,0.07936507936507936,0.08771929824561403
c1cc(-c2c(-c3ccncc3)[nH]c(-c3ccc(OCCN(C)C)cc3)n2)cc2c1NCCN2,ReINVENT_5119,-6.38015395204557,-6.17373979473583,440.55100000000016,4.583500000000003,2.745326215897723,0.3903748011530422,78.1,6,3,7,True,50721049,0.5023001725129385,CHEMBL3394114,0.591073219658977,0.1134020618556701,0.1836734693877551
c1(-c2c(-c3ccncc3)[nH]c(-c3ccc(F)cc3)n2)cc2c(cc1)n[nH]c2-c1ccc(F)cc1,ReINVENT_5120,-8.00748313044265,-8.49448383034469,449.4640000000001,6.627200000000004,2.550630323192248,0.31744504801211754,70.25,3,2,4,True,CHEMBL4648941,0.5483173819079963,50383511,0.5252280971748928,0.0989010989010989,0.23376623376623376
c1(-c2c(F)cccc2F)c(-c2ccncc2)[nH]c(-c2ccc(N3CC(F)C3)c(C#N)c2)n1,ReINVENT_5121,-6.41082843759663,-7.49099702695759,431.42100000000016,5.113680000000005,2.8237603899022776,0.4874176404524918,68.6,4,1,4,True,CHEMBL63803,0.47708718841841735,CHEMBL1682007,0.5548922056384743,0.0707070707070707,0.18604651162790697
c1(-c2cc3c(-c4ccncc4)c[nH]c3nc2)ccc(-c2ccccc2)cc1,ReINVENT_5122,-9.01570611319117,-8.12684088200617,347.42100000000005,5.958900000000004,2.0865550216670794,0.43742275438525285,41.57,2,1,3,True,CHEMBL2391117,0.6985829184220604,CHEMBL3393596,0.7863224005582694,0.12857142857142856,0.3181818181818182
c1cc(-c2c(-c3ccncc3)[nH]c(-c3cc(=O)[nH]cc3)n2)c(F)cn1,ReINVENT_5123,-7.76281645393329,-6.84376705542537,333.326,3.0281000000000002,2.7291285807498777,0.6031408470210711,87.32000000000001,4,2,3,True,50721055,0.5358162915571805,CHEMBL220227,0.5480880648899189,0.11702127659574468,0.21875
c1(-c2cc(-c3ccncc3)c(-c3ccncc3)[nH]2)cccc([N+](=O)[O-])c1,ReINVENT_5124,-6.97977241324225,-7.95644912037208,342.3580000000001,4.713900000000003,2.3756264530264133,0.4296390603444227,84.71,4,1,4,False,CHEMBL257188,0.6397099069512863,CHEMBL400863,0.5277366863905326,0.1791044776119403,0.1643835616438356
o1c(=O)c(-c2c(Cl)cc(C(F)(F)F)cc2)c(-c2ccncc2)[nH]c1=Nc1cc(C(N)=O)ccc1,ReINVENT_5125,-6.25631982753186,-10.1180796200568,486.83700000000016,4.700400000000004,2.9748473272408305,0.4348049116474224,114.34,5,2,4,True,CHEMBL3632824,0.48556180310683317,784801,0.5967056323060573,0.17525773195876287,0.10185185185185185
c1c2c(c(-c3c[nH]c(=NCc4ccc(-c5ccnc(C(F)(F)F)c5)cc4)cc3)c[nH]2)ccc1-c1ccc(N2CCC(N3CCNCC3)CC2)cc1,ReINVENT_5126,-4.83313658029483,-5.01587487220662,687.8139999999995,7.885700000000009,3.4234395994261053,0.15971983825651517,75.34,5,3,7,True,CHEMBL4761851,0.2917049280685644,CHEMBL259060,0.2778554186253335,0.136,0.13043478260869565
Fc1c(F)c(F)c(F)c(F)c1-c1c2cc(-c3ccncc3)ccc2n[nH]1,ReINVENT_5127,-8.25879611690271,-8.23653592512379,361.273,4.987400000000002,2.696058572709182,0.31055878054356634,41.57,2,1,2,True,51284872,0.6711298330073717,50383511,0.5908969210174029,0.10144927536231885,0.2535211267605634
c1(-c2c(-c3ccncc3)[nH]c(-c3c(F)cc(F)cc3)n2)cc2c(nccn2)cc1,ReINVENT_5128,-6.75481159255691,-5.6783232280071,385.37700000000007,5.027100000000003,2.4777780436931707,0.4731440354559728,67.35,4,1,3,True,CHEMBL4457174,0.557076509410902,CHEMBL3394111,0.5054586266707479,0.3013698630136986,0.20454545454545456
c1c(-c2c(-c3ccncc3)[nH]c(-c3ccc(-c4ccnc(C)c4)cc3)n2)cc(F)cc1F,ReINVENT_5129,-5.18914833138696,-7.30611933976274,424.45400000000006,6.4543200000000045,2.4868972262669065,0.3604728720595453,54.46,3,1,4,True,CHEMBL3828571,0.5083749306711037,CHEMBL1822142,0.5010890986412198,0.08974358974358974,0.10869565217391304
c1(-c2c(-c3ccncc3)[nH]c(-c3ccc([S+]([O-])C)cc3)n2)cc2c(cc1)cccc2,ReINVENT_5130,-6.73907565235104,-6.62294291748437,409.51400000000007,5.6963000000000035,3.2071292015596473,0.3875080122525995,64.63,3,1,4,False,CHEMBL1093745,0.5093120070113935,50543920,0.6901460757613271,0.17333333333333334,0.7083333333333334
c12c([nH]c(-c3[nH]cc(-c4cc5cn[nH]c5cc4)n3)n1)cc(Cl)c(-c1cccnc1)c2,ReINVENT_5131,-7.15072017785381,-7.83166422364849,411.85600000000017,5.211700000000002,2.9856527708540064,0.37182466472235054,98.93,4,3,3,True,CHEMBL524059,0.5736677115987461,CHEMBL1771658,0.6214436575972171,0.17647058823529413,0.13953488372093023
